"number","title","pageid","namespace","length","touched"
"527","Bruiser_Brody","158716","","25362","20210508125214"
"528","Randolph_Scott","158802","","43672","20210414093034"
"529","George_Carlin","158879","","76297","20210510040917"
"530","George_Clooney","158889","","86190","20210506214737"
"531","Bill_Cosby","158894","","98088","20210512074017"
"532","Dana_Andrews","158938","","26334","20210413185645"
"533","River_Phoenix","159268","","72213","20210511180953"
"534","David_Boreanaz","159269","","26042","20210511031000"
"535","Alexis_Denisof","159277","","18446","20210420154319"
"536","Charisma_Carpenter","159281","","32835","20210417185109"
"537","J._August_Richards","159336","","13381","20210331145919"
"538","Edward_Norton","159473","","99089","20210512101516"
"539","Phoebe_Cates","159511","","19889","20210430043457"
"540","Milla_Jovovich","159547","","81698","20210512001714"
"541","Ben_Affleck","159599","","231615","20210512153902"
"542","Richard_Dreyfuss","159625","","36300","20210506082048"
"543","Jewel_(singer)","159727","","82312","20210427001639"
"544","Bow_Wow_(rapper)","159855","","41840","20210503134326"
"545","Alex_D._Linz","159976","","8755","20210226000558"
"546","Michelle_Forbes","160009","","22076","20210512125745"
"547","Adam_Lamberg","160454","","3861","20210429153739"
"548","Lisa_Bonet","160481","","18945","20210509073544"
"549","Will_Rogers","160575","","68826","20210505183612"
"550","Andy_Devine","160578","","24556","20210512235418"
"551","Kim_Hunter","160624","","26217","20210513015846"
"552","Linda_Ronstadt","160760","","184700","20210510222023"
"553","Kyla_Pratt","160948","","13367","20210512205806"
"554","Rodney_Dangerfield","161091","","52461","20210430011739"
"555","Lance_Bass","161230","","69808","20210508132507"
"556","Cynthia_Nixon","161257","","68226","20210511161014"
"557","Robert_Duvall","161266","","46392","20210506164801"
"558","Bob_Hope","161292","","93998","20210506092549"
"559","Dan_O'Herlihy","161431","","14742","20210411091500"
"560","Ernest_Borgnine","161436","","58317","20210511205427"
"561","Rock_Hudson","161466","","60736","20210513013945"
"562","Anthony_Franciosa","161492","","26986","20210429190927"
"563","Elsa_Lanchester","161783","","23124","20210425201541"
"564","Alan_Arkin","161895","","33536","20210429212807"
"565","Cliff_Robertson","161898","","36251","20210504194619"
"566","Melvyn_Douglas","161914","","24748","20210508190022"
"567","Ryan_O'Neal","161920","","45919","20210415000526"
"568","Jodie_Sweetin","162084","","22374","20210426071224"
"569","The_Andrews_Sisters","162155","","79971","20210511012112"
"570","Samantha_Smith","162279","","40167","20210508045531"
"571","Chuck_Norris","162617","","97423","20210512183447"
"572","Lauryn_Hill","162864","","163005","20210511134246"
"573","John_Stamos","162964","","40162","20210510002314"
"574","Dina_Merrill","163032","","22878","20210507002641"
"575","Harry_Dean_Stanton","163146","","19644","20210322223001"
"576","Tobey_Maguire","163228","","31346","20210507210347"
"577","Bonnie_Hunt","163271","","17965","20210420203304"
"578","Paul_Winfield","163448","","23335","20210422162608"
"579","Art_Carney","163461","","24261","20210414082259"
"580","James_Whitmore","163483","","33932","20210420115626"
"581","Roddy_McDowall","163588","","51047","20210512182443"
"582","Viggo_Mortensen","163892","","52008","20210510021023"
"583","Elijah_Wood","163893","","44692","20210511025830"
"584","Ethan_Hawke","164120","","108980","20210502182252"
"585","Roy_Scheider","164370","","30260","20210513021524"
"586","Ricky_Nelson","164398","","42494","20210503012855"
"587","Gale_Storm","165047","","19895","20210417030345"
"588","Angela_Lansbury","165527","","110090","20210511224700"
"589","Lenny_Kravitz","165567","","82053","20210509061654"
"590","LaVern_Baker","165697","","23082","20210418125028"
"591","Isaac_Hayes","165932","","55535","20210509045415"
"592","David_Hasselhoff","166103","","65664","20210422025041"
"593","Nat_King_Cole","166538","","54137","20210507214752"
"594","Brittany_Murphy","166777","","40576","20210414073038"
"595","Matt_Damon","166959","","85400","20210510004850"
"596","Connie_Francis","167051","","46600","20210503015323"
"597","Frankie_Muniz","167144","","45152","20210504012708"
"598","Dionne_Warwick","167293","","80447","20210512203947"
"599","Fabian_Forte","167310","","50143","20210506211205"
"600","Pat_Boone","167373","","45015","20210408235122"
"601","Anthony_Perkins","167595","","32365","20210507053848"
"602","Sal_Mineo","167656","","33122","20210507021802"
"603","Christopher_Walken","167790","","65045","20210512004756"
"604","Kris_Kristofferson","168094","","50288","20210511190332"
"605","H.D.","168459","","38858","20210511004533"
"606","F._Murray_Abraham","168494","","25155","20210503010640"
"607","Sam_Waterston","168518","","25530","20210503124329"
"608","William_Hurt","168534","","31596","20210513025421"
"609","James_Garner","168544","","77371","20210508022935"
"610","Master_P","168572","","71305","20210505143136"
"611","James_Woods","168576","","58230","20210509211152"
"612","Charo","169281","","32174","20210509142341"
"613","Vincent_Schiavelli","169310","","16441","20210414091225"
"614","Billy_Ray_Cyrus","169602","","56715","20210511193757"
"615","Chico_Marx","169610","","16204","20210505113707"
"616","Dwight_Yoakam","169976","","30789","20210430192136"
"617","Lisa_Kudrow","170144","","33406","20210501183408"
"618","David_Schwimmer","170146","","64278","20210512133340"
"619","Don_O'Kelly","170233","","7700","20201122060917"
"620","Heather_Graham","170438","","43469","20210424213350"
"621","LL_Cool_J","170459","","82158","20210512180125"
"622","Suzanne_Crough","170514","","6734","20210317044247"
"623","Brian_Forster","170515","","3675","20201016081810"
"624","Shirley_Jones","170516","","40715","20210409004156"
"625","Susan_Dey","170517","","14863","20210425192450"
"626","Danny_Bonaduce","170518","","25914","20210509135244"
"627","Jeremy_Gelbwaks","170519","","3811","20210210003354"
"628","Matthew_Wood_(sound_editor)","170968","","10530","20210504163646"
"629","Hedy_Lamarr","170982","","82695","20210507175551"
"630","Edward_James_Olmos","170984","","33885","20210425010510"
"631","Sam_Shepard","171022","","46307","20210501065152"
"632","Robert_Downey_Jr.","171045","","105074","20210512180011"
"633","B._J._Thomas","171049","","18255","20210511213923"
"634","Richard_Crenna","171054","","28396","20210414085356"
"635","Leelee_Sobieski","171099","","38131","20210508232250"
"636","Juvenile_(rapper)","171235","","22772","20210413214333"
"637","Ethel_Waters","171252","","37178","20210430225754"
"638","Chris_Rock","171268","","43909","20210423025101"
"639","Woody_Harrelson","171528","","48455","20210511070617"
"640","Peter_Fonda","171549","","39995","20210506050626"
"641","Richard_Farnsworth","171579","","18210","20210503013135"
"642","Ed_Harris","171606","","42936","20210311155814"
"643","Louise_Dresser","171985","","10207","20210512152055"
"644","Gloria_Swanson","171993","","83516","20210503105241"
"645","Ruth_Chatterton","172011","","19814","20210414062815"
"646","Betty_Compson","172023","","12642","20210328152819"
"647","Jeanne_Eagels","172029","","14229","20210501080236"
"648","Corinne_Griffith","172055","","49663","20210315100309"
"649","Luis_Vigoreaux","172135","","10325","20210419052212"
"650","Harold_Lloyd","172671","","43090","20210430221807"
"651","Mae_West","173082","","83032","20210512190852"
"652","Richard_Keith_(actor)","173089","","9360","20210406203928"
"653","Nell_Carter","173519","","26879","20210316154429"
"654","Edward_G._Robinson","173834","","45388","20210505074716"
"655","Heather_Locklear","174821","","36584","20210501133704"
"656","Nancy_Carroll","175020","","10999","20210414065727"
"657","Bessie_Love","175041","","35957","20210129182559"
"658","John_Malkovich","175431","","47410","20210511180620"
"659","Charles_Ludlam","176010","","14283","20210307020414"
"660","Gene_Autry","176742","","65510","20210508000822"
"661","Chris_Smith_(composer)","176901","","3772","20201123201328"
"662","Julie_Newmar","176998","","25136","20210512131253"
"663","Buster_Crabbe","177021","","20079","20210224145002"
"664","Kate_del_Castillo","177056","","30208","20210502045646"
"665","Tommy_Muñiz","177075","","12594","20210321163956"
"666","Hoagy_Carmichael","177180","","64560","20210513011639"
"667","Zeppo_Marx","177729","","32668","20210429084945"
"668","Irene_Dunne","177745","","144148","20210503141106"
"669","Ann_Harding","177756","","19732","20210220221623"
"670","Helen_Hayes","177771","","39148","20210414070303"
"671","May_Robson","177792","","29249","20210425221550"
"672","Grace_Moore","177818","","16142","20210409210410"
"673","Miriam_Hopkins","177834","","17394","20210322135710"
"674","Connie_Booth","177849","","13166","20210409183824"
"675","Burt_Reynolds","178246","","75653","20210509202437"
"676","Ray_Bolger","178250","","22663","20210513014750"
"677","Joaquin_Phoenix","178826","","114691","20210512175448"
"678","Lana_Clarkson","178895","","15082","20210306071424"
"679","Lana_Turner","179105","","119519","20210502175049"
"680","Matt_Frewer","179164","","19680","20210428010951"
"681","Traci_Lords","179179","","55841","20210509021152"
"682","Buddy_Ebsen","179320","","36456","20210430214433"
"683","Will_Ferrell","179331","","54539","20210508160555"
"684","Bob_Denver","179506","","17551","20210508022728"
"685","Liberace","179572","","65652","20210512055409"
"686","Lesley_Gore","179664","","35521","20210512032714"
"687","Annie_Potts","180230","","20830","20210508192119"
"688","Adalberto_Rodríguez","180256","","5028","20210316050011"
"689","Steve_Buscemi","180487","","45263","20210510161150"
"690","Pierce_Brosnan","180738","","81067","20210512031712"
"691","Luise_Rainer","180908","","42583","20210430190428"
"692","Gladys_George","180914","","12134","20210414061048"
"693","Fay_Bainter","180971","","9080","20210305225849"
"694","Margaret_Sullavan","180977","","34749","20210424165219"
"695","Joan_Fontaine","180982","","54511","20210508071022"
"696","Martha_Scott","180984","","15469","20210409201823"
"697","Rosalind_Russell","180997","","28650","20210508213412"
"698","Robert_Young_(actor)","181005","","22324","20210414084642"
"699","Teresa_Wright","181011","","25718","20210215142441"
"700","Jean_Arthur","181316","","40138","20210428021531"
"701","Gene_Tierney","181349","","43522","20210508152459"
"702","Russ_Meyer","181669","","31122","20210420214437"
"703","Lee_Remick","181998","","26008","20210506144501"
"704","Frankie_Valli","182456","","29327","20210414091552"
"705","Alec_Baldwin","182532","","81277","20210425085722"
"706","Stephen_Baldwin","182534","","28205","20210422170336"
"707","William_Baldwin","182535","","21313","20210508033814"
"708","Florence_Lawrence","182795","","42865","20210414061459"
"709","Marlee_Matlin","182870","","34945","20210509161050"
"710","Kathleen_Turner","182997","","52058","20210509022010"
"711","Chris_Tucker","183124","","21738","20210507014723"
"712","June_Havoc","183504","","52675","20210509232514"
"713","Gypsy_Rose_Lee","183505","","24435","20210414064007"
"714","Jane_Wyman","183753","","46888","20210429232946"
"715","Loretta_Young","183759","","34923","20210425141911"
"716","Susan_Hayward","183785","","40687","20210511202847"
"717","Erika_Slezak","183813","","13364","20210211172649"
"718","Dorothy_McGuire","183814","","22157","20210411065748"
"719","Jeanne_Crain","183832","","21799","20210414065837"
"720","Fifi_D'Orsay","184463","","8211","20210301215447"
"721","Florence_La_Badie","184469","","24225","20210427081647"
"722","Marie_Prevost","184473","","24955","20210513021939"
"723","Maya_Deren","184631","","44071","20210509111952"
"724","Edward_Everett_Horton","184831","","24323","20210415184427"
"725","June_Foray","184918","","55331","20210423212906"
"726","Ellen_Burstyn","186041","","74381","20210508185433"
"727","Jack_Pickford","186172","","23313","20210309071103"
"728","Gloria_Vanderbilt","186376","","37056","20210510171402"
"729","Roy_Rogers","186477","","47103","20210329063435"
"730","Hal_Linden","186782","","30520","20210203213523"
"731","Judy_Holliday","187074","","20912","20210413040325"
"732","Anne_Baxter","187081","","26512","20210323205647"
"733","Eleanor_Parker","187083","","33748","20210428094127"
"734","Shelley_Winters","187094","","47708","20210501045808"
"735","Shirley_Booth","187098","","33694","20210420040306"
"736","Julie_Harris","187109","","34147","20210511163605"
"737","Charles_Correll","187341","","8994","20210316155204"
"738","Freeman_Gosden","187342","","7838","20210129150753"
"739","Bert_Williams","187434","","45179","20210513020920"
"740","Maggie_McNamara","187638","","15803","20210414070815"
"741","Dorothy_Dandridge","187645","","54814","20210509094924"
"742","Demi_Moore","187807","","94420","20210510022705"
"743","Louise_Brooks","187904","","76428","20210510215200"
"744","Tim_Allen","188899","","36366","20210513014515"
"745","Ruby_Keeler","189182","","16059","20210510002418"
"746","Alice_Brady","189229","","13503","20210112203328"
"747","Carroll_Baker","190414","","66615","20210414065556"
"748","Nancy_Kelly","190431","","14695","20210309013733"
"749","Jason_Marsden","191007","","31010","20210510173351"
"750","Jackie_Coogan","191104","","24464","20210328001730"
"751","Betty_Grable","191127","","34904","20210414070207"
"752","Redd_Foxx","192277","","39751","20210414050239"
"753","Joe_Pantoliano","192381","","26741","20210429173449"
"754","Joanne_Woodward","193843","","38525","20210507153656"
"755","Edward_F._Cline","194039","","13953","20210410234855"
"756","Sammy_Davis_Jr.","194551","","72080","20210509020152"
"757","María_Conchita_Alonso","195440","","23827","20210426173007"
"758","Carlos_Bernard","195476","","9082","20210404145104"
"759","Spalding_Gray","196418","","30760","20210422235323"
"760","Lynne_Thigpen","197118","","17530","20210427041152"
"761","Lillian_Gish","197736","","35188","20210510110251"
"762","Matthew_Broderick","199714","","47065","20210509135857"
"763","Bernadette_Peters","199832","","121358","20210509154650"
"764","Don_Johnson","200053","","51366","20210504121546"
"765","Frank_Evans_(general)","200418","","2933","20210130000000"
"766","Adrien_Brody","200750","","31264","20210507054715"
"767","Lark_Voorhies","201586","","19678","20210313191410"
"768","John_Gilbert_(actor)","201682","","52533","20210508042318"
"769","Mia_Farrow","201949","","116915","20210509184227"
"770","Maureen_O'Sullivan","202122","","18913","20210415033211"
"771","Agnes_Moorehead","202643","","45235","20210511061733"
